Date,oi,oi_chg,VSTD,VOSC,VMACD,VMA,VHF,TRIX,SRMI,SOBV,WR,SI,SAR,ROC,RSI,RC,PVT,PRICEOSC,MTM,MIKE,MACD,MA,slowKD,KDJ,EXPMA,ENV,DPO,DMI_2,DMA,CCI,BIAS,ADTM,end,begin,highest,lowest,closing_price_down,swing,contract_volume,contract_position,one,two,three,all_v,all_p,delta
1997/8/20,99980,4416,179.3735839,-8.53433184,-5.712447736,439.404,0.276595745,0.10705743,0.005937655,1517365,50.34482759,3.58E-14,20.74452843,-2.602409639,52.30028577,108.248527,33895.08688,0.777045701,0.22,21.02333333,0.119231841,20.206,55.62789328,59.33429019,20.15778246,21.44001429,0.415,20.77151335,0.4048,10.61678463,0.156934005,0.415189873,20.06,20.13,20.25,19.88,-0.298210736,1.838966203,34842,37011,-0.15,-0.25,-0.3,109607,344832,-0.53
1997/8/21,108249,8269,194.4390477,-6.357753657,12.20148115,473.492,0.204712813,0.09196463,0.006103764,1451232,88.27586207,-14.16061069,20.72803786,-5.526189332,33.30621903,106.0982191,32095.32686,0.301640349,-0.53,20.15666667,0.070690711,20.122,56.62272171,41.98674901,20.08120054,21.39307143,-0.185,20.2020202,0.3392,-111.3924051,-2.103821735,0.308860759,19.66,20.19,20.22,19.59,-1.994017946,3.140578265,66133,108249,-0.12,-0.19,-0.22,99320,342161,0.04
1997/8/22,107705,-544,177.2326982,-5.754911685,5.282633619,479.838,0.22601626,0.072040304,-0.016475287,1491272,85.51724138,-3.915739645,20.68251635,-3.714565005,35.35514566,105.4039593,32176.79176,0.047710688,-0.38,19.98333333,0.035045202,20.01,47.03750209,31.81061045,20.0225543,21.31357143,-0.1885,12.88244767,0.335,-115.768057,-1.594305457,0.264,19.7,19.66,19.88,19.63,0.2034588,1.271617497,40040,107705,-0.11,-0.19,-0.22,69381,319252,-0.49
1997/8/25,106684,-1021,135.1632222,-3.300917543,24.50470312,559.838,0.235920852,0.042195389,-0.036518259,1420265,93.25842697,-9.552396694,20.6388157,-4.131408661,25.15444942,101.0493179,30590.84862,-0.26604974,-1,19.64,-0.028381282,19.832,29.20395245,24.04395307,19.90523826,21.19621429,-0.639,12.09302326,0.254,-181.3129886,-3.458646617,0.235457064,19.26,19.75,19.77,19.14,-2.233502538,3.197969543,71007,106684,-0.11,-0.23,-0.29,112114,316847,-0.01
1997/8/26,102861,-3823,127.3151296,-7.86384011,18.02621395,559.378,0.249196141,0.008469468,-0.045071818,1375908,90.60402685,-3.021118012,20.54888675,-1.330603889,26.31408157,100.5738132,30636.90988,-0.348042022,-0.87,19.43333333,-0.076155521,19.622,15.98146847,19.33899472,19.80904776,21.10687143,-0.671,12.60096931,0.1808,-167.8172763,-3.253324412,0.147492625,19.28,19.29,19.42,19.16,0.10384216,1.349948079,44357,102861,-0.13,-0.25,-0.31,80809,309959,0.38
1997/8/27,104440,1579,140.2043959,2.993931845,31.40054621,578.56,0.254934211,-0.017303473,-0.017430279,1443651,58.15602837,8.296895307,20.46435355,-1.49775337,48.04737428,101.9638243,32218.04837,-0.522396712,-0.6,20.02666667,-0.076820175,19.526,13.04915288,26.84065369,19.79688656,21.07961429,-0.237,19.17591125,0.1272,-79.45529899,-0.8708759,0.275064267,19.73,19.35,19.85,19.17,2.334024896,3.526970954,67743,104440,-0.1,-0.19,-0.22,107842,309996,-0.22
1997/8/28,102724,-1716,143.4527057,3.815491929,20.42065785,528.878,0.249196141,-0.039302934,-0.033563672,1402359,68.79432624,0.592457143,20.38489234,-2.051025513,42.97703032,103.2700422,31904.12034,-0.685574544,-0.63,20.18666667,-0.088431284,19.51,19.24005122,28.29566038,19.7635194,21.08264286,-0.414,21.33550489,0.0648,-57.46724891,-1.455353773,0.308823529,19.58,19.8,19.95,19.46,-0.760263558,2.483527623,41292,102724,-0.09,-0.18,-0.21,69472,309335,0
1997/8/29,105646,2922,159.3732746,0.400370881,-1.28815107,499.106,0.250403877,-0.056940371,-0.026799007,1402359,66.66666667,-1.541408451,20.3101988,-2.872709262,44.3855618,103.6469345,31942.66069,-0.900050129,-0.05,20.12666667,-0.09412738,19.492,27.73837667,29.9748847,19.73990103,21.05084286,-0.387,22.35494881,-0.014,-56.02240896,-1.063695606,0.289215686,19.61,19.61,19.76,19.53,0.153217569,1.174668029,25154,105646,-0.13,-0.22,-0.25,48277,318081,0.1
1997/9/2,102551,-3095,158.636673,3.183783784,-6.735586535,434.5425,0.254934211,-0.06988758,-0.033448106,1441987,63.82978723,1.110857143,20.24118687,-3.010858835,46.49997891,104.0232927,32023.49292,-1.036138489,0.39,20.13333333,-0.094326574,19.57,32.50411921,32.86204434,19.7260701,21.0251,-0.3885,23.7936772,-0.0792,-48.74980825,-0.682335102,0.149584488,19.65,19.55,19.88,19.38,0.203977562,2.549719531,39628,102551,-0.11,-0.2,-0.23,64198,316446,-0.04
1997/9/3,102265,-286,163.5828582,3.245512399,-14.94009482,351.6775,0.259197324,-0.079652025,-0.029688273,1407390,66.66666667,0.205977011,20.17691566,-2.679900744,44.47107275,102.4555904,31953.06645,-1.274524774,0.33,20.15333333,-0.096598574,19.636,36.11628499,36.4142024,19.70821316,20.98118571,-0.465,20.14010508,-0.1606,-40.91811611,-0.612408667,0.055384615,19.61,19.65,19.79,19.54,-0.203562341,1.272264631,34597,102265,-0.13,-0.21,-0.25,60508,315325,-0.18
1997/9/4,103117,852,148.9578596,4.341551176,-9.400378002,371.9125,0.255354201,-0.090418348,-0.013224822,1358004,81.56028369,-4.533333333,20.12910072,-4.574520413,34.88244128,101.9442985,31424.20057,-1.50834675,-0.33,19.82666667,-0.114029929,19.57,36.99080376,34.97572341,19.66079575,20.9297,-0.7175,17.69911504,-0.249,-71.44909168,-1.364291162,0.070769231,19.4,19.58,19.69,19.36,-1.070882203,1.68281489,49386,103117,-0.12,-0.21,-0.26,77264,318531,0.21
1997/9/5,100752,-2365,163.4663089,6.787777784,9.81279475,478.7675,0.249196141,-0.096590903,-0.003553299,1425900,65.24822695,2.167703704,20.06757266,-2.869866403,49.26088022,100.5635246,32229.15315,-1.678892245,0.05,20.15333333,-0.108039909,19.58,40.33402287,42.53283522,19.65605795,20.882,-0.5165,21.55887231,-0.2542,-24.26861372,0.101988781,-0.157051282,19.63,19.42,19.99,19.32,1.18556701,3.453608247,67896,100752,-0.1,-0.18,-0.22,106639,318141,-0.2
1997/9/8,99668,-1084,141.8797108,1.979963936,3.982171752,466.728,0.243710692,-0.102530569,0.009768638,1384043,76.51515152,-0.510673575,19.99281539,-1.068158698,40.80025561,101.8858041,31845.33959,-1.872573198,-0.16,19.93333333,-0.116474623,19.548,41.35595263,40.00180982,19.62435672,20.829,-0.691,21.55887231,-0.2864,-51.34766291,-0.494542974,-0.259615385,19.45,19.65,19.75,19.41,-0.916963831,1.732042792,41857,99668,-0.15,-0.24,-0.29,74256,318872,-0.03
1997/9/9,98958,-710,148.8980703,3.557762181,-8.255976428,452.07,0.260942761,-0.108138993,0.007209063,1351744,74.07407407,-2.5088,19.92553385,-1.421319797,39.44529864,99.79445015,31795.52109,-1.807521601,-0.19,19.79333333,-0.124148834,19.502,42.33606098,36.83047484,19.59291723,20.7601,-0.7115,16.2116041,-0.2696,-73.71286359,-0.546261523,-0.180851064,19.42,19.45,19.61,19.37,-0.154241645,1.233933162,32299,98958,-0.16,-0.25,-0.3,59083,320081,-0.03
1997/9/10,96108,-2850,120.5310316,-1.67188474,-10.12477086,466.592,0.26816609,-0.112808235,-0.015712114,1309886,67.05882353,-0.565233645,19.86498047,0.830737279,39.44529864,98.08080808,31795.52109,-1.667039165,-0.23,19.77333333,-0.128746591,19.464,36.4570159,29.52877427,19.56631458,20.70028571,-0.684,16.78200692,-0.248,-61.22043331,-0.427277388,-0.049382716,19.42,19.45,19.63,19.35,0,1.441812564,41858,96108,-0.15,-0.24,-0.29,83187,320634,-0.02
1997/9/11,88072,-8036,125.7482792,-0.861698769,-3.110239186,472.504,0.272407733,-0.117128563,-0.01072523,1257544,72.94117647,-1.144370861,19.81048242,0.466804979,36.53347639,96.27236581,31660.75795,-1.335435865,-0.24,19.75666667,-0.134870229,19.458,28.77618504,23.06749203,19.53611233,20.67832857,-0.7055,19.03052065,-0.269,-52.90519878,-0.730301089,0.173160173,19.37,19.39,19.72,19.3,-0.257466529,2.162718847,52342,88072,-0.12,-0.19,-0.24,106037,316465,-0.07
1997/9/12,86872,-1200,120.1998581,-7.512981231,-16.5664296,393.792,0.294117647,-0.121466982,-0.014788373,1229004,80.72289157,-0.96,19.74922453,-2.078053725,33.5605766,94.98525074,31587.08733,-1.093457975,-0.08,19.43666667,-0.142119572,19.396,18.65842086,17.69314283,19.50286428,20.64955714,-0.727,19.20289855,-0.2746,-107.1925754,-1.00345873,0.216450216,19.32,19.39,19.47,19.27,-0.258131131,1.032524522,28540,86872,-0.14,-0.21,-0.26,68352,316716,-0.18
1997/9/15,80434,-6438,119.0619477,-6.441142313,-24.47123485,373.298,0.228136882,-0.126031827,-0.019338422,1197394,87.80487805,-2.21164557,19.6821331,-1.583248212,30.5749451,98.51738241,31505.28091,-1.13049574,-0.36,19.40333333,-0.150168264,19.36,12.21393117,13.54981452,19.46703901,20.65031429,-0.749,20.74363992,-0.3028,-121.4128035,-1.065331793,0.270042194,19.27,19.45,19.45,19.23,-0.258799172,1.138716356,31610,80434,-0.14,-0.21,-0.26,63620,314244,0.35
1997/9/16,80440,6,130.1591032,-4.264578933,-8.453845979,426.906,0.203809524,-0.123737244,0,1256497,50,4.674887218,19.23,0,59.77536359,100.4610656,32548.09461,-1.131337861,0.16,19.90333333,-0.127640394,19.398,12.95276415,25.69987635,19.48903301,20.6753,-0.3755,26.73992674,-0.3086,24.15565345,0.667351129,0.150485437,19.61,19.26,19.85,19.24,1.764400623,3.165542294,59103,80440,-0.13,-0.18,-0.22,138000,324094,-0.2
1997/9/17,76594,-3846,126.4131723,-5.352836784,-9.815449045,426.278,0.211045365,-0.120472503,0.001029866,1214953,75,0.389565217,19.2424,-0.968893422,46.62476717,98.42878865,32145.57753,-1.093067142,0,19.76333333,-0.123692456,19.398,18.3136989,25.46658423,19.47841254,20.65182857,-0.5105,20.3960396,-0.3214,-21.99134199,-0.226912703,0.174528302,19.42,19.62,19.67,19.4,-0.968893422,1.376848547,41544,76594,-0.14,-0.19,-0.23,97189,323113,-0.02
1997/9/18,68153,-8441,125.3682532,-4.088822014,-7.75499049,412.242,0.234649123,-0.117130004,-0.012735609,1169629,80.26315789,-2.88,19.254552,-1.374045802,44.16985032,99.58890031,32052.22223,-1.089386396,-0.04,19.63666667,-0.122380625,19.4,26.85158985,25.04223895,19.46327215,20.63668571,-0.4905,19.21487603,-0.3218,-59.6214511,-0.31718817,0.089552239,19.38,19.4,19.6,19.32,-0.205973223,1.441812564,45324,68153,-0.15,-0.22,-0.26,97445,327365,0.01
1997/9/19,82196,14043,107.0258696,-3.748008107,-21.99634073,405.836,0.253554502,-0.110758075,0.004096262,1194966,60.52631579,1.750943396,19.26646096,-0.407955125,54.86418784,101.6129032,32248.32904,-0.993449566,0.16,19.83666667,-0.107992375,19.442,30.78192794,32.82385822,19.47353798,20.63062857,-0.2875,19.33471933,-0.338,25.6097561,0.48880885,0.241706161,19.35,19.34,19.44,19.3,-0.154798762,0.722394221,28774,62029,-0.18,-0.26,-0.3,70026,328245,0.23
1997/9/22,87015,4819,133.4786912,-3.233532035,-1.198010117,472.78,0.243735763,-0.098659238,0.01621074,1260048,32.89473684,4.562580645,19.27813174,1.75257732,65.85292689,102.1210554,32948.13549,-0.779243021,0.42,20.19666667,-0.07873671,19.536,38.78248208,48.44507215,19.51453213,20.63744286,-0.0545,23.65591398,-0.3172,161.6397849,1.42147628,0.336099585,19.6,19.37,19.66,19.37,1.291989664,1.49870801,36323,46435,-0.14,-0.24,-0.27,126953,319463,-0.03
1997/9/23,94634,7619,129.2080752,-9.787347307,-4.865893422,434.654,0.252358491,-0.082556885,0.018696311,1220008,26.31578947,1.598375635,19.30180647,0.815078961,68.07371413,104.2127435,33049.55393,-0.617438355,0.52,20.45,-0.050929716,19.572,50.28778375,57.18560366,19.55691181,20.65107143,0,26.07758621,-0.2962,211.2998188,1.608762622,0.35483871,19.79,19.82,19.98,19.75,0.969387755,1.173469388,40040,94634,-0.08,-0.12,-0.13,65456,316031,0.12
1997/9/24,103850,9216,129.442868,-9.705759911,-7.396162184,432.368,0.25,-0.061958301,0.028585757,1260409,12.34567901,2.420168067,19.34249808,2.519280206,74.13052016,101.3726487,33355.77677,-0.365549655,0.33,20.51666667,-0.016597403,19.676,66.33532181,67.34184277,19.61584845,20.69195714,0.1805,26.96390658,-0.2496,169.7424893,2.164723966,0.596774194,19.94,19.82,20.04,19.64,0.757958565,2.02122284,40401,103850,-0.1,-0.14,-0.14,71999,296216,0.44
1997/9/25,101737,-2113,147.8935905,-3.441147386,11.77033565,475.334,0.248351648,-0.0313606,0.052476704,1327216,6.451612903,7.789767442,19.39829824,4.994850669,84.62861897,103.7659033,34863.45731,0.036633152,0.97,21.31,0.046387714,19.878,77.84656954,76.07735754,19.73494869,20.7495,0.659,30.6345733,-0.1624,239.2405063,4.039459138,0.676666667,20.39,19.95,20.47,19.95,2.256770311,2.60782347,66807,101737,-0.07,-0.07,-0.05,110553,297008,0.52
1997/9/26,102829,1092,157.8465617,1.454945613,29.93211788,566.496,0.327235772,0.012378576,0.076665069,1398134,2.958579882,9.265185185,19.50546841,7.466529351,89.88350261,104.2457542,36532.9345,0.520448997,1.49,22.16333333,0.133496991,20.146,86.23382,83.0595082,19.90957197,20.85701429,1.18,38.1443299,-0.0244,237.2420894,5.836115455,0.721264368,20.87,20.35,20.92,20.3,2.354095145,3.040706229,70918,102829,-0.01,0.03,0.09,136490,297495,0.39
1997/9/29,97518,-5311,160.1276305,2.076769083,44.07160973,578.798,0.389863548,0.06846236,0.077610536,1469367,1.93236715,6.727787611,19.6752122,9.757356737,92.41252251,109.4184251,37864.07346,0.999109896,1.73,22.95,0.231334777,20.45,91.40532077,88.03293813,20.11733013,20.99632857,1.608,42.88461538,0.138,215.9582908,6.959584102,0.79,21.26,20.87,21.3,20.71,1.868711069,2.827024437,71233,97518,0.09,0.16,0.23,147163,298171,-0.04
1997/9/30,96319,-1199,160.1985337,7.869223896,45.09461207,617.234,0.392927308,0.126630184,0.083097262,1410109,13.33333333,1.176714697,19.90268249,9.627329193,87.05548324,109.0628218,37641.08945,1.480988435,1.44,23.31,0.298970254,20.728,94.21035898,87.39232912,20.2808178,21.12958571,1.5775,45.52380952,0.2598,172.9221233,5.732590066,0.781818182,21.18,21.22,21.48,21.15,-0.376293509,1.552210724,59258,96319,0.06,0.14,0.23,140824,310012,-0.11
1997/10/6,105755,1600,165.0048036,11.000209,57.53590564,651.47625,0.520119225,0.377593854,0.097583219,1443702,31.12244898,-4.343316583,21.13718137,13.80384017,65.76444457,110.2564103,40929.35546,3.569616906,2.14,25.16666667,0.599926581,21.738,86.17446068,80.80953204,21.09299651,21.88218571,2.448,47.32824427,1.029,120.6728161,5.175652452,0.839572193,21.93,22.86,23.03,21.65,-3.646748682,6.063268893,63045,105755,0.09,0.28,0.48,118446,342581,0.13
1997/10/7,102748,-3007,166.2644343,10.88195373,40.26406701,622.085,0.554848967,0.429590855,0.091985428,1486996,30.35714286,-5.328328446,21.53974509,11.9836818,66.18483273,110.8531045,40988.58118,4.067813124,2.02,24.7,0.624650247,21.894,81.27321169,74.81052136,21.22638166,22.0745,2.476,46.15384615,1.203,91.50537634,4.306523116,0.873440285,21.96,21.83,22.27,21.8,0.136798906,2.143182855,43294,102748,0.01,0.15,0.33,102994,345971,0.22
1997/10/8,99738,-3010,138.2381439,11.36475066,34.2152582,600,0.548742138,0.473102952,0.080703336,1540246,24.80818414,4.885240175,21.77,14.21215242,69.48248558,111.7380353,41522.05113,4.527689654,1.79,24.87333333,0.654451976,22.12,73.51621221,71.861985,21.37309218,22.2865,2.6695,45.38922156,1.3804,86.78238713,4.343735299,0.898163606,22.18,21.96,22.34,21.77,1.001821494,2.595628415,53250,99738,0.05,0.21,0.42,123863,345091,-0.04
1997/10/9,96249,-3489,137.333042,10.45539013,29.90869565,578.81,0.546165884,0.505604571,0.056509946,1485965,26.89295039,1.416752137,21.81,14.13828689,67.33349569,108.9655172,41375.21344,4.941831798,1.25,24.66333333,0.665556442,22.19,66.39193658,67.17028508,21.48800107,22.4826,2.5765,43.86574074,1.517,76.55655656,3.119536926,0.897651007,22.12,22.16,22.3,21.81,-0.270513977,2.209197475,54281,96249,0.02,0.16,0.36,108073,345996,0.07
1997/10/10,94901,-1348,144.2572196,12.37123856,10.27604754,496.394,0.547880691,0.526947748,0.03800905,1520292,27.4151436,-0.24,21.88,13.15924219,66.51066533,109.7318769,41344.17637,5.252770114,0.84,24.59,0.665076392,22.058,62.031449,62.7626462,21.58215475,22.66128571,2.5235,40.60324826,1.6008,65.59139785,2.168971761,0.88590604,22.1,22.03,22.2,21.88,-0.090415913,1.446654611,34327,94901,-0.04,0.1,0.29,84615,356160,-0.6
1997/10/14,101171,6270,143.6404954,11.96292991,24.17245091,532.585,0.45740498,0.514739213,-0.017941454,1449116,64.91712707,-20.15353535,22.34,5.103587671,34.05254656,102.5641026,37157.35284,5.194482416,-1.13,22.37333333,0.553417363,21.832,53.5553019,43.84176413,21.46182325,22.73775714,1.159,34.48626653,1.5444,-41.79393939,-3.992614817,0.768456376,20.7,21.3,21.54,20.51,-2.908067542,4.831144465,76523,85189,-0.1,-0.09,-0.03,181327,355630,-0.17
1997/10/15,99954,-1217,144.2728115,12.70262479,13.5659014,510.9025,0.464095745,0.479636832,-0.016627078,1404539,69.8005698,-4.497112299,22.3062,3.811434303,32.58469025,99.75903614,36943.04034,4.910393098,-1.26,21.58333333,0.451651259,21.58,39.83809371,30.2818612,21.34461968,22.7953,0.9765,34.01430031,1.4974,-80.58017728,-4.391670836,0.743288591,20.57,20.74,20.88,20.5,-0.628019324,1.835748792,44709,77424,-0.13,-0.13,-0.08,114012,348643,0.38
1997/10/16,99111,-843,142.0888168,11.65337797,3.757967721,482.4325,0.454427083,0.438385572,-0.031235645,1447432,58.68945869,5.28,22.238752,3.433055419,43.90165255,101.345507,37751.16932,4.551272176,-1.09,21.63333333,0.397884069,21.362,23.17586754,26.38026583,21.30544742,22.8483,1.29,31.44912641,1.4958,-68.86341929,-2.526575258,0.736577181,20.97,20.59,21.02,20.47,1.944579485,2.673796791,39484,67581,-0.12,-0.11,-0.02,97452,337454,-0.42
1997/10/17,100790,1679,114.2052512,9.10891026,7.113598398,538.58,0.444585987,0.388352832,-0.088752197,1390646,75.3125,-1.572765957,22.17400192,-0.62290369,37.18013967,101.3685239,36808.77482,4.154202279,-1.38,21.50666667,0.323304258,21.086,13.06299308,19.24659493,21.21845551,22.83845714,0.868,31.69291339,1.3872,-62.84266597,-3.981481481,0.758461538,20.59,21.01,21.55,20.5,-1.812112542,5.007153076,39561,59096,-0.15,-0.11,0,116084,331266,0.11
1997/10/20,106445,5655,105.9097634,5.306704201,2.723809346,527.042,0.436795995,0.337933306,-0.046511628,1438735,78.59649123,-1.505103448,22.11184184,-1.646284102,42.32676554,104.0816327,37202.94695,3.828041024,-1.19,21.04,0.274749657,20.848,10.5415897,18.45121832,21.17100081,22.81195714,0.9195,28.65792129,1.1858,-87.52574287,-3.142129236,0.743076923,20.7,20.59,20.75,20.45,0.534239922,1.45701797,31113,56222,-0.21,-0.25,-0.18,108295,333029,0.03
1997/10/21,109113,2668,107.8330817,-2.351370718,-6.31381808,466.91,0.434079602,0.288449717,-0.050091075,1397625,90.51383399,0.494702703,22.05216817,-1.510859301,41.13726837,106.7553736,37104.64471,3.213695079,-1.24,21.18,0.229588649,20.86,11.43648705,16.95197501,21.12315454,22.78772857,0.713,27.90224033,1.0524,-72.56373024,-3.033120279,0.734920635,20.67,20.64,20.77,20.55,-0.144927536,1.062801932,30010,44400,-0.19,-0.23,-0.18,94734,327952,0.59
1997/10/22,110723,1610,120.9054846,-2.765411386,6.582899099,509.882,0.408187135,0.251502332,-0.034265104,1463688,68.37944664,12.23948387,21.99488144,-2.325581395,57.27465422,106.9395906,38878.14806,2.322279566,0.62,21.92666667,0.236262063,21.004,17.18255567,27.17433254,21.16882307,22.81574286,1.149,31.93359375,0.9706,-29.97336611,0.089560375,0.747619048,21.42,20.83,21.57,20.83,3.628447025,3.580067731,66063,110723,-0.01,0.07,0.19,110569,320987,-0.33
1997/10/23,111600,877,125.9484866,-4.259856817,-4.633552103,502.956,0.395243488,0.217760518,-0.046564195,1424258,80.49792531,0.648299712,21.93988618,-3.961748634,47.97413701,105.5027514,38270.68307,1.734878787,0.39,21.84,0.212473289,21.004,22.83839768,28.03183351,21.15669644,22.76425714,0.692,28.17622951,0.8396,-31.95621891,-1.129038559,0.765832106,21.09,21.42,21.55,21.05,-1.540616246,2.33426704,39430,111600,-0.03,0.03,0.12,63898,295671,-0.15
1997/10/24,117542,5942,112.6625031,-6.19372436,-4.935061711,489.388,0.379775281,0.185231406,-0.051131222,1374256,79.65116279,-6.310659898,21.88709074,-5.455365194,44.79968929,103.8632987,37986.17667,1.072783989,-0.12,21.60666667,0.181841363,21.05,30.89907855,29.01237278,21.12797391,22.62872857,0.434,16.23740202,0.709,-38.76804088,-1.309906659,0.722650231,20.97,21.12,21.46,20.91,-0.568990043,2.607871029,50002,117542,-0.09,-0.05,0.02,78545,304779,0.1
1997/10/27,116630,-912,129.9943414,-9.273574111,-23.12359418,448.064,0.390300231,0.156594191,0.012814428,1401683,73.8372093,0,21.84360711,-4.746835443,48.22560032,104.9302789,38116.96828,0.332999021,0.33,21.7,0.163746933,21.082,33.35577794,32.61591814,21.11905485,22.56361429,0.3965,18.0798005,0.5862,-26.20704537,-0.405719463,0.711538462,21.07,20.97,21.44,20.97,0.476871722,2.241297091,27427,116630,-0.08,-0.03,0.07,47855,304048,-0.6
1997/10/28,116768,138,186.3147311,-1.468278071,17.01340853,556.394,0.372246696,0.120960399,-0.011594203,1306408,85.58139535,-12.55073684,21.80306282,-7.42081448,33.16062687,100.9871668,35358.65077,-0.493178761,-0.45,20.97666667,0.099043355,21.002,33.22823224,28.20227876,21.0176618,22.45004286,-0.3525,17.0990566,0.5482,-116.983868,-2.652551445,0.71563981,20.46,21.06,21.08,20.15,-2.895111533,4.413858567,95275,116768,-0.16,-0.17,-0.12,166729,306751,0.3
1997/10/29,115607,-1161,185.1872071,-2.406783228,10.93415528,521.222,0.347685684,0.087303594,-0.018018018,1354885,72.68292683,-1.650526316,21.70387905,-6.28959276,42.06179819,102.7791563,35950.98948,-1.228585624,-0.15,21.19666667,0.067163989,20.86,31.65697385,30.46818584,20.97032921,22.33874286,-0.179,16.23529412,0.538,-94.84930518,-0.916992265,0.681583477,20.71,20.41,20.95,20.36,1.221896383,2.883675464,48477,115607,-0.13,-0.13,-0.06,87724,307621,0.5
1997/10/30,106993,-8614,182.8878704,-7.726520746,7.013439423,541.74,0.312953368,0.065523992,0.02262017,1404574,33.125,9.490569948,21.61064631,2.019230769,56.30624467,104.3777668,37174.62009,-1.322057977,-0.2,21.97666667,0.082105636,20.886,34.89962019,45.42949478,21.0087401,22.2706,0.2765,19.64912281,0.5332,4.435346298,1.353287693,0.679376083,21.22,20.72,21.25,20.72,2.462578465,2.559150169,49689,106993,-0.07,-0.03,0.08,87515,305468,-0.12
1997/10/31,100432,-6561,188.5284812,-7.14784353,-6.741576581,514.53,0.310020877,0.049638158,0.008064516,1368177,41.875,1.163636364,21.52300753,1.835748792,52.08777009,104.3047996,36934.48908,-1.378146534,-0.01,22.22333333,0.081708288,20.908,44.41891022,52.11731577,21.01970316,22.19337143,0.053,21.53667055,0.5498,77.4113336,0.532549082,0.677137871,21.08,21.2,21.42,21.06,-0.659754948,1.696512724,36397,100432,-0.1,-0.06,0.05,67288,298223,-0.34
1997/11/3,97846,-2586,192.922235,-7.959094305,-16.7418703,534.224,0.292227979,0.03606676,0.004770992,1330903,49.375,-5.929230769,21.55,-0.61640588,48.36103186,106.612411,36722.30312,-1.53515815,-0.01,22.09,0.070893176,20.886,55.93994523,53.75896169,21.01051806,22.20548571,-0.135,25.25510204,0.5288,46.77236693,0.011928904,0.671403197,20.96,21.3,21.55,20.85,-0.569259962,3.320683112,37274,97846,-0.13,-0.08,0.03,64100,294613,-0.24
1997/11/4,96709,-1137,203.1829477,-12.50466576,-31.80885973,399.612,0.242827869,0.020123862,-0.033613445,1302934,65.625,-8.305116279,21.4786,-0.192864031,40.77579851,105.0761421,36375.35942,-1.520106459,-0.37,21.43666667,0.040871158,20.934,59.50592444,48.93454589,20.96274605,22.20548571,-0.464,25.19083969,0.4928,-75.69736339,-1.212964804,0.646536412,20.7,20.94,21.03,20.65,-1.240458015,1.812977099,27969,96709,-0.15,-0.15,-0.05,58634,298569,-0.37
1997/11/5,92948,-3761,193.1592385,-11.83497715,-32.08528895,386.59,0.25257732,-0.003068506,-0.036984353,1260968,90,-10.84514851,21.428884,-2.869440459,31.79838942,105.4517134,35584.69565,-1.58813879,-0.15,20.74333333,-0.014227245,20.854,51.94053208,36.4325544,20.86232358,22.14642857,-0.91,23.15521628,0.3608,-154.7156228,-2.842336057,0.603907638,20.31,20.68,20.75,20.28,-1.884057971,2.270531401,41966,92948,-0.2,-0.26,-0.21,111311,296182,-0.16
1997/11/6,89536,-3412,194.2911825,-10.08812316,-36.14738832,360.586,0.26344086,-0.027782135,-0.02765856,1224281,83.09859155,-4.161939394,21.33697328,-2.253116012,35.30452781,105.7572614,35729.20378,-1.633209829,-0.32,20.73,-0.050851609,20.688,37.49273418,30.00265532,20.78965842,22.11992857,-0.9115,17.04225352,0.2686,-126.3492063,-2.27653966,0.431554524,20.39,20.55,20.6,20.33,0.393894633,1.329394387,36687,89536,-0.21,-0.26,-0.22,81025,298301,0.32
1997/11/7,84464,-5072,197.3538055,-10.82140443,-22.87584352,401.386,0.263724435,-0.045172023,-0.014238253,1281078,56.33802817,5.29038961,21.25241542,-3.034547152,49.96591966,105.2711607,36787.70598,-1.845993673,-0.45,21.33666667,-0.048653016,20.626,27.60786944,34.76367497,20.78663404,22.10932857,-0.589,22.47644684,0.2278,-42.75092937,-0.196211909,0.237804878,20.77,20.45,21.06,20.4,1.863658656,3.236880824,56797,84464,-0.17,-0.17,-0.1,112514,300341,-0.47
1997/11/10,81923,-2541,186.9057825,-5.254328128,-22.4631421,414.744,0.255741127,-0.063277259,-0.002932551,1237125,82.3943662,-2.455384615,21.17462218,-3.271692745,39.5053259,104.1879469,36004.72043,-1.874274136,-0.68,21.08333333,-0.075891691,20.514,23.51018623,26.32538961,20.72715188,22.0745,-0.988,20.52896725,0.1444,-65.28854436,-1.702537745,0.332432432,20.4,20.87,21.1,20.35,-1.781415503,3.610977371,43953,81923,-0.2,-0.22,-0.17,86323,303619,-0.05
1997/11/12,74737,-7186,95.16952966,-3.287459794,-34.91218639,412.645,0.256813417,-0.078889632,-0.010622887,1209504,75.71428571,-3.526530612,21.10305241,-2.752728999,42.98919369,104.4875064,36126.57778,-1.649501126,-0.21,20.84333333,-0.089188183,20.472,23.77827772,23.06207077,20.69066698,22.00408571,-0.908,14.86486486,0.1298,-83.13090418,-1.078210492,0.213855422,20.49,20.54,20.6,20.4,-0.097513408,0.975134081,27621,74737,-0.19,-0.21,-0.15,55186,304491,0.22
